model,module,inherited_model,inherited_module
product.image,website_sale,image.mixin,base
website.sale.payment.acquirer.onboarding.wizard,website_sale,payment.acquirer.onboarding.wizard,payment
coupon.program,website_sale_coupon,coupon.program,website_sale_coupon
coupon.program,website_sale_coupon,website.multi.mixin,website
delivery.carrier,website_sale_delivery,delivery.carrier,website_sale_delivery
delivery.carrier,website_sale_delivery,website.published.multi.mixin,website
slide.channel,website_slides,mail.thread,mail
slide.channel,website_slides,rating.mixin,rating
slide.channel,website_slides,mail.activity.mixin,mail
slide.channel,website_slides,image.mixin,base
slide.channel,website_slides,website.seo.metadata,website
slide.channel,website_slides,website.published.multi.mixin,website
slide.channel.tag.group,website_slides,website.published.mixin,website
slide.slide,website_slides,mail.thread,mail
slide.slide,website_slides,image.mixin,base
slide.slide,website_slides,website.seo.metadata,website
slide.slide,website_slides,website.published.mixin,website
ir.qweb.field,base,ir.qweb.field,base
ir.qweb.field.integer,base,ir.qweb.field.integer,base
ir.qweb.field.integer,base,ir.qweb.field,base
ir.qweb.field.float,base,ir.qweb.field.float,base
ir.qweb.field.float,base,ir.qweb.field,base
ir.qweb.field.many2one,base,ir.qweb.field.many2one,base
ir.qweb.field.many2one,base,ir.qweb.field,base
ir.qweb.field.contact,base,ir.qweb.field.contact,base
ir.qweb.field.contact,base,ir.qweb.field.many2one,base
ir.qweb.field.date,base,ir.qweb.field.date,base
ir.qweb.field.date,base,ir.qweb.field,base
ir.qweb.field.datetime,base,ir.qweb.field.datetime,base
ir.qweb.field.datetime,base,ir.qweb.field,base
ir.qweb.field.text,base,ir.qweb.field.text,base
ir.qweb.field.text,base,ir.qweb.field,base
ir.qweb.field.selection,base,ir.qweb.field.selection,base
ir.qweb.field.selection,base,ir.qweb.field,base
ir.qweb.field.html,base,ir.qweb.field.html,base
ir.qweb.field.html,base,ir.qweb.field,base
ir.qweb.field.monetary,base,ir.qweb.field.monetary,base
ir.qweb.field.monetary,base,ir.qweb.field,base
ir.qweb.field.duration,base,ir.qweb.field.duration,base
ir.qweb.field.duration,base,ir.qweb.field,base
ir.qweb.field.relative,base,ir.qweb.field.relative,base
ir.qweb.field.relative,base,ir.qweb.field,base
ir.qweb.field.qweb,base,ir.qweb.field.qweb,base
ir.qweb.field.qweb,base,ir.qweb.field.many2one,base
ir.actions.act_window_close,base,ir.actions.actions,base
ir.actions.act_url,base,ir.actions.actions,base
ir.actions.client,base,ir.actions.actions,base
ir.qweb.field.many2many,base,ir.qweb.field,base
ir.qweb.field.image_url,base,ir.qweb.field.image,base
ir.qweb.field.float_time,base,ir.qweb.field,base
ir.qweb.field.barcode,base,ir.qweb.field,base
res.config.installer,base,res.config,base
export.one2many.child.1,test_impex,export.one2many.multiple.child,test_impex
export.one2many.child.2,test_impex,export.one2many.multiple.child,test_impex
test.inherit.child,test_inherit,test.inherit.parent,test_inherit
test_new_api.multi.line2,test_new_api,test_new_api.multi.line,test_new_api
test_new_api.display,test_new_api,test_new_api.mixin,test_new_api
test_new_api.display,test_new_api,test_new_api.display,test_new_api
test.populate.inherit,test_populate,test.populate,test_populate
hr.attendance,csl_attendance,hr.attendance,csl_attendance
hr.attendance,csl_attendance,mail.thread,mail
competitor.provider,csl_competitor,mail.thread,mail
competitor.provider,csl_competitor,mail.activity.mixin,mail
product.manufacturer,csl_product,website.published.mixin,website
product.manufacturer,csl_product,website.seo.metadata,website
product.manufacturer,csl_product,mail.thread,mail
product.manufacturer,csl_product,mail.activity.mixin,mail
product.basecode,csl_product,mail.thread,mail
product.basecode,csl_product,mail.activity.mixin,mail
product.techcode,csl_product,mail.thread,mail
product.techcode,csl_product,mail.activity.mixin,mail
product.series,csl_product,website.published.mixin,website
product.series,csl_product,website.seo.metadata,website
product.series,csl_product,mail.thread,mail
product.series,csl_product,mail.activity.mixin,mail
product.images,csl_product,image.mixin,base
product.application,csl_product,website.published.mixin,website
product.application,csl_product,website.seo.metadata,website
product.repairgroup,csl_product,mail.thread,mail
product.repairgroup,csl_product,mail.activity.mixin,mail
stock.location,csl_product,mail.thread,mail
stock.location,csl_product,mail.activity.mixin,mail
stock.location,csl_product,stock.location,csl_product
storage.category,csl_product,mail.thread,mail
storage.category,csl_product,mail.activity.mixin,mail
product.template.attribute.value,csl_product,product.template.attribute.value,csl_product
product.template.attribute.value,csl_product,mail.thread,mail
product.template.attribute.value,csl_product,mail.activity.mixin,mail
purchase.order.line,csl_project_repair,purchase.order.line,csl_project_repair
purchase.order.line,csl_project_repair,generated.by.task.mixin,csl_project_repair
accessories.product.sub.task,csl_project_repair,base.wizard,csl_project_repair
tmp.comp.product,csl_project_repair,tmp.select.product.base,csl_project_repair
add.component,csl_project_repair,base.wizard,csl_project_repair
project.task.change.workflow,csl_project_repair,base.wizard,csl_project_repair
convert.subtask.product.to.quotation,csl_project_repair,base.wizard,csl_project_repair
project.task.convert.product,csl_project_repair,base.wizard,csl_project_repair
tmp.cttq.product,csl_project_repair,tmp.select.product.base,csl_project_repair
project.task.convert.to.quotation,csl_project_repair,base.wizard,csl_project_repair
tmp.cttf.product.rfq,csl_project_repair,tmp.select.product.base,csl_project_repair
project.task.convert.to.rfq,csl_project_repair,base.wizard,csl_project_repair
rma.product_line,csl_rma,mail.thread,mail
rma.product_line,csl_rma,mail.activity.mixin,mail
rma.expected_delivery,csl_website,mail.thread,mail
rma.expected_delivery,csl_website,mail.activity.mixin,mail
rma.expected_delivery,csl_website,portal.mixin,portal
rma.expected_delivery,csl_website,rma.expected_delivery,csl_website
project.expected_delivery.convert.to.task,csl_rma,base.wizard,csl_project_repair
rma.print.serial_no.wizard,csl_rma,base.wizard,csl_project_repair
bi.sql.view,bi_sql_editor,sql.request.mixin,sql_request_abstract
hr.attendance.break,hr_attendance_kiosk_break,mail.thread,mail
hr.rfid.access.group,hr_rfid,mail.thread,mail
hr.rfid.card,hr_rfid,mail.thread,mail
hr.rfid.card.type,hr_rfid,mail.thread,mail
hr.rfid.command,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.ctrl,hr_rfid,mail.thread,mail
hr.rfid.ctrl,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.ctrl.alarm,hr_rfid,mail.thread,mail
hr.rfid.ctrl.alarm,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.ctrl.alarm.group,hr_rfid,mail.thread,mail
hr.rfid.ctrl.alarm.group,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.ctrl.emergency.group,hr_rfid,mail.thread,mail
hr.rfid.ctrl.emergency.group,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.reader,hr_rfid,mail.thread,mail
hr.rfid.ctrl.th,hr_rfid,mail.thread,mail
hr.rfid.time.schedule,hr_rfid,mail.thread,mail
hr.rfid.door,hr_rfid,mail.thread,mail
hr.rfid.door,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.door.open.close.wiz,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.webstack,hr_rfid,mail.activity.mixin,mail
hr.rfid.webstack,hr_rfid,mail.thread,mail
hr.rfid.webstack,hr_rfid,balloon.mixin,hr_rfid
hr.rfid.workcode,hr_rfid,mail.thread,mail
hr.rfid.zone,hr_rfid,mail.thread,mail
product.label.multi.print,printnode_base,printnode.report.abstract.wizard,printnode_base
ir.actions.act_multi,web_ir_actions_act_multi,ir.actions.actions,base
account.move,account_3way_match,account.move,printnode_base
account.move.line,account_3way_match,account.move.line,account
account.journal,account_3way_match,account.journal,account
account.move,account_3way_match,account.move,printnode_base
account.move.line,account_3way_match,account.move.line,account
account.journal,account_3way_match,account.journal,account
account.account,account_accountant,account.account,account
account.bank.statement,account_accountant,account.bank.statement,account
account.journal,account_accountant,account.journal,account
account.move,account_accountant,account.move,printnode_base
account.payment,account_accountant,account.payment,account
digest.digest,account_accountant,digest.digest,digest
res.company,account_accountant,res.company,hr_rfid
res.config.settings,account_accountant,res.config.settings,base
account.account,account_accountant,account.account,account
account.bank.statement,account_accountant,account.bank.statement,account
account.journal,account_accountant,account.journal,account
account.move,account_accountant,account.move,printnode_base
account.payment,account_accountant,account.payment,account
digest.digest,account_accountant,digest.digest,digest
res.company,account_accountant,res.company,hr_rfid
res.config.settings,account_accountant,res.config.settings,base
account.reconciliation.widget,account_accountant_check_printing,account.reconciliation.widget,account_accountant
account.reconciliation.widget,account_accountant_check_printing,account.reconciliation.widget,account_accountant
account.account,account_asset,account.account,account
account.move,account_asset,account.move,printnode_base
account.move.line,account_asset,account.move.line,account
res.company,account_asset,res.company,hr_rfid
account.account,account_asset,account.account,account
account.move,account_asset,account.move,printnode_base
account.move.line,account_asset,account.move.line,account
res.company,account_asset,res.company,hr_rfid
account.move,account_auto_transfer,account.move,printnode_base
account.move,account_auto_transfer,account.move,printnode_base
account.bank.statement.line,account_bank_statement_import,account.bank.statement.line,account
account.journal,account_bank_statement_import,account.journal,account
account.setup.bank.manual.config,account_bank_statement_import,account.setup.bank.manual.config,account
account.bank.statement.line,account_bank_statement_import,account.bank.statement.line,account
account.journal,account_bank_statement_import,account.journal,account
account.setup.bank.manual.config,account_bank_statement_import,account.setup.bank.manual.config,account
account.journal,account_bank_statement_import_camt,account.journal,account
account.bank.statement.import,account_bank_statement_import_camt,account.bank.statement.import,account_bank_statement_import
account.journal,account_bank_statement_import_camt,account.journal,account
account.bank.statement.import,account_bank_statement_import_camt,account.bank.statement.import,account_bank_statement_import
account.journal,account_bank_statement_import_csv,account.journal,account
account.bank.statement.import,account_bank_statement_import_csv,account.bank.statement.import,account_bank_statement_import
base_import.import,account_bank_statement_import_csv,base_import.import,base_import
account.journal,account_bank_statement_import_csv,account.journal,account
account.bank.statement.import,account_bank_statement_import_csv,account.bank.statement.import,account_bank_statement_import
base_import.import,account_bank_statement_import_csv,base_import.import,base_import
account.journal,account_bank_statement_import_ofx,account.journal,account
account.bank.statement.import,account_bank_statement_import_ofx,account.bank.statement.import,account_bank_statement_import
account.journal,account_bank_statement_import_ofx,account.journal,account
account.bank.statement.import,account_bank_statement_import_ofx,account.bank.statement.import,account_bank_statement_import
account.journal,account_bank_statement_import_qif,account.journal,account
account.bank.statement.import,account_bank_statement_import_qif,account.bank.statement.import,account_bank_statement_import
account.journal,account_bank_statement_import_qif,account.journal,account
account.bank.statement.import,account_bank_statement_import_qif,account.bank.statement.import,account_bank_statement_import
account.journal,account_batch_payment,account.journal,account
account.payment,account_batch_payment,account.payment,account
account.reconciliation.widget,account_batch_payment,account.reconciliation.widget,account_accountant
account.journal,account_batch_payment,account.journal,account
account.payment,account_batch_payment,account.payment,account
account.reconciliation.widget,account_batch_payment,account.reconciliation.widget,account_accountant
account.analytic.account,account_budget,account.analytic.account,analytic
account.analytic.account,account_budget,account.analytic.account,analytic
account.account,account_consolidation,account.account,account
account.move.line,account_consolidation,account.move.line,account
res.company,account_consolidation,res.company,hr_rfid
account.account,account_consolidation,account.account,account
account.move.line,account_consolidation,account.move.line,account
res.company,account_consolidation,res.company,hr_rfid
account.account,account_disallowed_expenses,account.account,account
account.account,account_disallowed_expenses,account.account,account
account.disallowed.expenses.category,account_disallowed_expenses_fleet,account.disallowed.expenses.category,account_disallowed_expenses
account.move.line,account_disallowed_expenses_fleet,account.move.line,account
fleet.vehicle,account_disallowed_expenses_fleet,fleet.vehicle,fleet
account.disallowed.expenses.report,account_disallowed_expenses_fleet,account.disallowed.expenses.report,account_disallowed_expenses
account.disallowed.expenses.category,account_disallowed_expenses_fleet,account.disallowed.expenses.category,account_disallowed_expenses
account.move.line,account_disallowed_expenses_fleet,account.move.line,account
fleet.vehicle,account_disallowed_expenses_fleet,fleet.vehicle,fleet
account.disallowed.expenses.report,account_disallowed_expenses_fleet,account.disallowed.expenses.report,account_disallowed_expenses
account.move.line,account_followup,account.move.line,account
account.report.manager,account_followup,account.report.manager,account_reports
account.chart.template,account_followup,account.chart.template,account
account.move.line,account_followup,account.move.line,account
account.report.manager,account_followup,account.report.manager,account_reports
account.chart.template,account_followup,account.chart.template,account
account.move,account_inter_company_rules,account.move,printnode_base
account.move.line,account_inter_company_rules,account.move.line,account
res.company,account_inter_company_rules,res.company,hr_rfid
res.config.settings,account_inter_company_rules,res.config.settings,base
account.move,account_inter_company_rules,account.move,printnode_base
